,county,state,min_confirmed_count,min_death_count,min_recovered_count,max_confirmed_count,max_death_count,max_recovered_count,median_confirmed_count,median_death_count,median_recovered_count,mean_confirmed_count,mean_death_count,mean_recovered_count,sum_confirmed_count,sum_death_count,sum_recovered_count,total_population,number_of_men,number_of_women,race_hispanic,race_white,race_black,race_native,race_asian,pacific,voting_age_citizens,census_income_average,census_income_margin,census_income_per_capita,census_income_per_capita_margin,census_poverty,census_child_poverty,professional_job_percentage,service_job_percentage,office_job_percentage,construction_job_percentage,production_job_percentage,commute_drive_percentage,commute_carpool_percentage,commute_transit_percentage,commute_walk_percentage,commute_other_percentage,commute_noneed_percentage,number_of_employed_people,employment_private_percentage,employment_public_percentage,employment_self_percentage,employment_family_percentage,unemployment_percentage,icu_beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed,diversity_index,diversity_black_race,diversity_native_race,diversity_asian_race,diversity_pacific_race,diversity_two_or_more_races,diversity_hispanic_race,diversity_white_race,democrat,republican,other,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,mortality_rate,min_mortality_rate,max_mortality_rate,change_in_mortality_rate,min_change_in_mortality_rate,max_change_in_mortality_rate
423,Callahan,TX,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.1428571428571428,0.14285714285714285,0.2857142857142857,8.0,1.0,2.0,13660.0,6650.0,7010.0,9.1,86.8,1.5,0.1,0.2,0.0,10269.0,40945.0,2635.0,22205.0,1487.0,15.6,15.4,24.9,15.2,24.8,18.3,16.7,84.7,8.8,0.0,0.8,0.3,5.4,5128.0,72.1,16.3,10.2,1.4,3.5,0.0,13660.0,3649.0,26.7,0.0,0.227798,1.5,0.8,0.6,0.1,1.6,8.8,87.4,569.0,4865.0,145.0,2329363245.0,4898783.0,899.372,1.891,45.1752380952381,40.988571428571426,49.84714285714286,31.753809523809515,-1.5004761904761894,79.52857142857142
424,Callaway,MO,0.0,0.0,0.0,5.0,1.0,14.0,1.0,0.0,0.0,1.4375,0.0625,0.9375,23.0,1.0,15.0,44793.0,22801.0,21992.0,2.0,90.2,4.3,0.5,0.8,0.0,34855.0,53180.0,2865.0,24208.0,869.0,12.3,19.4,31.9,18.5,23.9,11.6,14.2,82.5,10.2,0.1,1.0,2.7,3.5,20199.0,70.8,23.9,5.2,0.1,4.3,0.0,44793.0,9537.0,21.3,0.0,0.172754,4.5,0.6,0.6,0.0,1.9,1.8,90.8,4989.0,13057.0,1147.0,2161546514.0,33099292.0,834.578,12.78,41.29523809523809,37.79904761904762,44.96380952380953,18.746666666666666,-10.250952380952379,63.60523809523811
425,Calloway,KY,1.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,2.3,0.05,0.0,46.0,1.0,0.0,38616.0,18594.0,20022.0,2.6,89.7,3.7,0.3,1.8,0.1,30271.0,39269.0,2306.0,21757.0,1085.0,22.4,24.2,31.1,20.0,24.7,9.5,14.7,77.1,9.8,0.2,7.7,1.6,3.5,17382.0,72.7,20.6,6.4,0.3,5.7,10.0,38616.0,8253.0,21.4,825.0,0.185419,3.9,0.3,2.0,0.0,1.5,2.5,90.1,4749.0,10367.0,933.0,997205946.0,66492726.0,385.023,25.673000000000002,43.835714285714275,40.116190476190475,47.68,28.599047619047617,-3.445714285714285,75.65095238095239
426,Calumet,WI,1.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,2.1538461538461537,0.038461538461538464,0.0,56.0,1.0,0.0,49737.0,24812.0,24925.0,4.1,91.4,0.8,0.6,2.2,0.0,36855.0,70662.0,2590.0,32713.0,991.0,5.9,8.4,34.9,12.4,23.9,8.5,20.2,86.7,6.8,0.2,1.1,1.0,4.2,27483.0,86.2,9.4,4.2,0.2,2.0,0.0,49737.0,9760.0,19.6,0.0,0.15325999999999998,0.6,0.5,2.3,0.1,1.2,3.8,91.9,9646.0,15348.0,1656.0,824227643.0,204197501.0,318.236,78.84100000000001,36.792857142857144,33.709523809523816,40.10095238095238,15.563333333333336,-10.903809523809523,53.489999999999995
427,Calvert,MD,0.0,0.0,0.0,15.0,2.0,0.0,3.5,0.0,0.0,4.5576923076923075,0.25,0.0,237.0,13.0,0.0,90824.0,45184.0,45640.0,3.6,78.8,11.7,0.2,1.6,0.0,68233.0,100350.0,4007.0,41469.0,1123.0,5.7,5.5,41.0,15.0,23.0,13.0,8.1,81.7,8.4,3.0,0.7,0.9,5.3,45756.0,67.1,28.1,4.7,0.1,7.3,4.0,90824.0,18153.0,20.0,4538.0,0.351636,13.2,0.4,1.6,0.1,2.7,3.3,79.3,18225.0,26176.0,3007.0,552178304.0,341560888.0,213.197,131.877,37.40190476190475,34.618571428571435,40.25380952380952,-19.246190476190478,-37.78,9.462380952380952
428,Camas,ID,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,886.0,443.0,443.0,9.3,90.4,0.0,0.0,0.0,0.0,621.0,36667.0,9449.0,29193.0,7969.0,22.3,36.5,31.2,16.5,18.5,26.9,6.9,79.7,6.6,0.0,2.0,3.0,8.6,394.0,57.4,24.1,17.8,0.8,4.4,0.0,886.0,267.0,30.1,0.0,0.22081599999999998,0.5,1.3,0.3,0.0,3.4,7.2,87.9,110.0,410.0,70.0,2782253888.0,11548052.0,1074.234,4.459,30.2647619047619,24.56,37.04095238095239,-2.692857142857145,-36.12476190476191,55.36428571428572
429,Cambria,PA,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.7096774193548387,0.03225806451612903,0.0,53.0,1.0,0.0,135871.0,66777.0,69094.0,1.5,93.0,3.2,0.0,0.5,0.0,108887.0,44943.0,969.0,24838.0,472.0,15.6,25.4,33.1,19.8,22.9,9.8,14.3,83.3,8.8,1.1,2.9,1.0,2.8,57361.0,82.4,13.2,4.3,0.1,7.5,30.0,135871.0,39200.0,28.9,1307.0,0.13680599999999998,3.9,0.1,0.6,0.0,1.4,1.6,92.8,18867.0,42258.0,1947.0,1782823119.0,13677295.0,688.352,5.281000000000001,40.64619047619047,38.124761904761904,43.30333333333332,35.769999999999996,6.905714285714282,76.38238095238094
430,Camden,GA,-2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,1.5666666666666667,0.03333333333333333,0.0,47.0,1.0,0.0,52252.0,26821.0,25431.0,6.4,70.1,18.5,0.6,1.4,0.1,38225.0,53687.0,1418.0,26854.0,2141.0,12.7,20.2,33.0,19.6,23.8,12.1,11.5,84.0,7.2,0.2,4.8,2.0,1.8,21015.0,68.1,26.6,5.1,0.2,8.2,5.0,52252.0,8503.0,16.3,1701.0,0.460708,19.4,0.7,1.6,0.2,2.9,5.9,70.5,5930.0,12310.0,661.0,1588171680.0,436845085.0,613.197,168.667,41.250952380952384,37.457142857142856,45.25809523809524,-11.122857142857143,-33.44047619047619,24.032380952380947
431,Camden,MO,0.0,0.0,0.0,5.0,1.0,9.0,2.0,0.0,0.0,1.894736842105263,0.05263157894736842,0.6842105263157895,36.0,1.0,13.0,44855.0,22316.0,22539.0,2.7,94.5,0.7,0.6,0.6,0.0,36232.0,50496.0,2115.0,25492.0,1130.0,17.5,28.5,29.1,21.9,27.0,11.1,10.9,82.2,10.5,0.0,0.5,1.4,5.2,17136.0,79.3,11.6,9.0,0.1,8.0,18.0,44855.0,15571.0,34.7,865.0,0.10226299999999999,0.6,0.6,0.6,0.0,1.2,2.6,94.7,4768.0,16944.0,802.0,1699028737.0,136351823.0,655.9989999999999,52.646,37.652857142857144,34.77809523809523,40.6947619047619,18.820476190476192,-9.648571428571428,61.8695238095238
432,Camden,NC,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,10336.0,5103.0,5233.0,2.7,80.4,14.3,0.1,1.9,0.0,7743.0,68327.0,5352.0,27468.0,1870.0,9.0,15.4,37.4,21.5,19.4,11.8,9.8,91.9,4.2,0.0,1.2,1.7,0.9,4528.0,65.9,29.3,4.6,0.2,8.9,0.0,10336.0,2164.0,20.9,0.0,0.33988,13.0,0.5,2.2,0.1,2.2,2.5,80.1,1274.0,3546.0,186.0,622448679.0,181112904.0,240.329,69.928,36.76999999999999,32.684285714285714,41.331428571428575,-23.39619047619048,-42.59761904761905,6.2138095238095215
433,Camden,NJ,1.0,0.0,0.0,213.0,18.0,0.0,89.0,3.0,0.0,86.79032258064517,4.32258064516129,0.0,5381.0,268.0,0.0,510996.0,246942.0,264054.0,16.1,57.5,18.1,0.1,5.7,0.0,371154.0,65037.0,975.0,32931.0,460.0,13.1,19.3,39.3,17.9,25.2,6.8,10.8,76.8,9.2,7.4,2.0,1.3,3.4,248241.0,82.4,13.4,4.0,0.2,7.9,199.0,510996.0,104370.0,20.4,524.0,0.5827829999999999,21.0,0.6,5.6,0.1,2.2,15.4,58.8,146717.0,72631.0,7244.0,573287175.0,15729813.0,221.347,6.0729999999999995,40.411904761904765,38.25714285714285,42.672380952380955,6.380000000000001,-13.956190476190473,36.115714285714276
434,Cameron,LA,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6806.0,3289.0,3517.0,5.5,91.3,2.8,0.0,0.3,0.0,5083.0,60194.0,8102.0,29681.0,2967.0,8.7,7.9,24.9,12.0,26.8,17.8,18.5,86.7,8.6,0.2,0.8,2.8,0.9,3118.0,76.5,16.3,7.0,0.3,3.0,0.0,6806.0,1649.0,24.2,0.0,0.131634,2.1,0.6,0.2,0.0,1.0,3.2,93.1,323.0,3256.0,113.0,,,,,38.00476190476191,33.6347619047619,42.89380952380951,10.327619047619052,-20.703809523809525,57.64238095238094
435,Cameron,PA,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4754.0,2419.0,2335.0,0.8,96.6,1.1,0.2,0.4,0.0,3883.0,40402.0,3317.0,24933.0,1503.0,14.4,26.0,23.1,18.8,16.9,11.9,29.2,79.0,10.9,0.4,6.0,1.2,2.6,2127.0,77.6,15.2,6.8,0.5,4.1,0.0,4754.0,1626.0,34.2,0.0,0.053080999999999996,0.4,0.4,0.3,0.0,1.0,0.7,97.3,531.0,1589.0,66.0,1026229553.0,5664041.0,396.22900000000004,2.187,37.12428571428571,32.94952380952381,41.89809523809523,14.266190476190475,-16.93761904761905,65.75238095238095
436,Cameron,TX,0.0,0.0,0.0,44.0,3.0,52.0,11.0,0.0,0.0,14.068181818181818,0.6136363636363636,9.045454545454545,619.0,27.0,398.0,420201.0,203657.0,216544.0,89.3,9.3,0.4,0.1,0.6,0.0,224981.0,36095.0,962.0,16085.0,329.0,31.2,43.9,28.2,26.3,24.3,10.5,10.6,84.8,9.1,0.5,1.3,1.8,2.4,153938.0,73.8,17.1,8.9,0.3,8.0,104.0,420201.0,71392.0,17.0,686.0,0.206384,0.8,0.6,0.8,0.1,0.5,88.5,10.1,59402.0,29472.0,3205.0,2307891059.0,998035120.0,891.082,385.344,32.811904761904756,30.811904761904763,34.925714285714285,-4.287142857142857,-25.961428571428574,30.25142857142857
437,Cameron Parish,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3327836871.0,1688122644.0,1284.885,651.788,,,,,,
438,Camp,TX,0.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,1.9090909090909092,0.0,0.45454545454545453,21.0,0.0,5.0,12670.0,6215.0,6455.0,23.9,56.6,16.9,0.4,0.3,0.0,8606.0,41811.0,3097.0,21069.0,1432.0,17.4,24.4,22.5,18.0,22.4,14.3,22.7,80.7,13.7,0.4,0.1,1.4,3.6,5274.0,75.1,15.0,8.9,1.0,6.1,0.0,12670.0,3038.0,24.0,0.0,0.58605,16.9,1.2,0.9,0.2,2.2,23.0,57.6,1260.0,3201.0,81.0,507184765.0,19186958.0,195.825,7.4079999999999995,50.43619047619047,45.666666666666664,55.83190476190477,30.404761904761905,-3.541428571428571,81.54380952380951
439,Campbell,KY,0.0,0.0,0.0,16.0,2.0,0.0,2.5,0.0,0.0,3.4473684210526314,0.2631578947368421,0.0,131.0,10.0,0.0,91804.0,45005.0,46799.0,1.9,92.4,3.2,0.0,0.9,0.0,71035.0,57208.0,2586.0,31065.0,898.0,14.2,19.2,39.1,15.3,25.8,7.9,11.8,80.9,9.1,2.1,3.1,1.2,3.6,46154.0,85.0,11.0,3.9,0.1,5.4,21.0,91804.0,19251.0,21.0,917.0,0.135453,2.9,0.2,0.9,0.0,1.6,1.8,92.9,14658.0,25050.0,2802.0,391914321.0,20981945.0,151.319,8.101,43.52857142857143,40.279999999999994,46.976190476190474,48.70190476190476,12.242857142857138,101.66142857142856
440,Campbell,SD,,,,,,,,,,,,,,,,1443.0,720.0,723.0,0.1,97.2,0.0,1.0,0.0,0.0,1133.0,51548.0,8345.0,36158.0,7250.0,4.7,1.3,49.8,15.2,18.1,7.3,9.6,75.2,5.8,0.0,8.2,0.8,10.0,757.0,59.7,15.9,24.4,0.0,1.0,0.0,1443.0,487.0,33.7,0.0,0.060728,0.1,0.5,0.5,0.0,0.8,1.4,96.9,105.0,704.0,22.0,1900214169.0,96243721.0,733.677,37.16,25.831428571428575,21.92190476190476,30.56904761904762,-14.464285714285714,-40.32999999999999,24.205714285714283
441,Campbell,TN,-1.0,0.0,0.0,3.0,1.0,6.0,1.0,0.0,0.0,0.7727272727272727,0.045454545454545456,0.7272727272727273,17.0,1.0,16.0,39824.0,19411.0,20413.0,1.2,96.6,0.5,0.3,0.4,0.0,31601.0,35377.0,1746.0,21282.0,1472.0,20.6,31.1,23.5,17.0,24.1,15.7,19.7,84.9,11.6,0.1,0.9,0.3,2.3,15080.0,77.9,14.7,7.3,0.1,8.0,10.0,39824.0,10474.0,26.3,1047.0,0.06651,0.5,0.3,0.3,0.1,1.1,1.3,96.6,2248.0,9870.0,414.0,1243615772.0,46494677.0,480.163,17.952,52.87666666666667,48.634285714285724,57.292857142857144,62.98142857142858,23.658571428571424,120.90809523809527
442,Campbell,VA,-2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.9285714285714286,0.07142857142857142,0.0,13.0,1.0,0.0,55158.0,26745.0,28413.0,2.1,80.3,14.0,0.2,0.9,0.0,43082.0,48823.0,2634.0,26417.0,1156.0,11.7,13.7,32.6,16.5,23.8,10.8,16.3,85.9,8.0,0.0,0.7,1.2,4.2,26478.0,83.3,10.9,5.7,0.1,3.4,0.0,55158.0,13887.0,25.2,0.0,0.325602,14.4,0.3,1.0,0.0,1.7,2.0,80.8,6664.0,19551.0,1320.0,1305049382.0,9002937.0,503.88199999999995,3.4760000000000004,38.039523809523814,35.009523809523806,41.30904761904762,-5.8171428571428585,-27.642857142857142,25.808571428571423
443,Campbell,WY,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.9333333333333333,0.0,0.0,29.0,0.0,0.0,48116.0,25001.0,23115.0,8.4,87.7,0.3,0.8,0.5,0.0,33763.0,80178.0,3568.0,33200.0,1423.0,9.4,12.6,26.5,14.2,21.7,22.6,15.0,80.0,10.2,2.5,1.9,1.9,3.6,25511.0,80.1,14.8,4.9,0.2,4.6,14.0,48116.0,6482.0,13.5,463.0,0.22341399999999997,1.1,1.5,0.5,0.1,1.9,8.2,87.7,1324.0,15778.0,1097.0,12437959227.0,10343088.0,4802.323,3.9930000000000003,42.33761904761906,38.57428571428572,46.41571428571428,20.581428571428575,-13.164285714285711,67.51523809523812
444,Camuy Mu,PR,,,,,,,,,,,,,,,,32936.0,15792.0,17144.0,99.2,0.8,0.1,0.0,0.0,0.0,25981.0,17579.0,1275.0,9738.0,700.0,48.5,65.7,30.7,17.7,28.9,13.3,9.5,89.2,6.3,0.1,2.5,0.6,1.3,8925.0,68.1,23.6,8.3,0.0,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Camuy Municipio,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120058277.0,40430074.0,46.355,15.61,,,,,,
446,Canadian,OK,0.0,0.0,0.0,8.0,2.0,50.0,2.0,0.0,0.0,2.32,0.06,1.92,116.0,3.0,96.0,132922.0,66068.0,66854.0,8.3,77.3,2.4,3.5,3.2,0.0,95227.0,69220.0,1481.0,29852.0,612.0,7.9,9.9,36.7,15.4,25.3,10.5,12.1,85.6,8.6,0.2,0.8,1.1,3.6,67192.0,77.5,17.0,5.3,0.1,4.3,8.0,132922.0,23558.0,17.7,2945.0,0.374837,2.8,5.0,3.2,0.1,4.1,7.8,78.3,11674.0,39986.0,3618.0,2322263470.0,23231531.0,896.6310000000001,8.97,40.78238095238097,37.86,43.88571428571428,39.142857142857146,7.419523809523812,83.73476190476191
447,Candler,GA,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.25,0.0,0.0,10.0,0.0,0.0,10894.0,5353.0,5541.0,11.5,61.2,23.5,0.7,0.8,0.0,7742.0,33125.0,4183.0,18233.0,1999.0,31.5,44.8,25.8,16.8,26.7,14.6,16.1,80.9,15.2,0.0,1.4,0.3,2.1,4279.0,74.8,16.1,8.9,0.2,6.3,6.0,10894.0,2476.0,22.7,413.0,0.52841,24.6,0.2,0.7,0.2,1.2,10.7,63.2,1026.0,2664.0,73.0,629503278.0,15035830.0,243.053,5.805,51.56238095238094,46.23333333333333,57.45857142857143,12.79857142857143,-15.036666666666669,54.149523809523814
448,Cannon,TN,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.7222222222222222,0.0,0.5,13.0,0.0,9.0,13839.0,6738.0,7101.0,2.0,94.5,1.5,0.5,0.1,0.0,10692.0,47457.0,3713.0,24595.0,3584.0,17.0,24.5,28.9,10.7,25.7,12.7,22.0,84.4,9.0,0.0,1.0,0.2,5.4,6072.0,74.6,13.0,12.4,0.0,6.6,0.0,13839.0,3426.0,24.8,0.0,0.096809,1.5,0.2,0.3,0.1,1.4,1.6,95.0,1127.0,4007.0,180.0,687992438.0,156144.0,265.635,0.06,49.65142857142856,44.94666666666666,54.775238095238095,31.240476190476205,-2.9952380952380926,86.14190476190477
449,Canyon,ID,0.0,-1.0,0.0,20.0,2.0,0.0,5.0,0.0,0.0,6.021739130434782,0.13043478260869565,0.0,277.0,6.0,0.0,207027.0,102480.0,104547.0,24.9,70.9,0.4,0.7,0.8,0.2,135592.0,46426.0,1548.0,19765.0,514.0,17.1,21.1,26.5,19.2,23.6,14.4,16.3,78.1,11.5,0.3,1.7,1.9,6.6,88055.0,81.2,11.7,6.8,0.4,7.3,41.0,207027.0,36810.0,17.8,898.0,0.42678900000000003,0.8,1.7,0.9,0.3,2.4,24.4,71.6,16883.0,47222.0,8680.0,1521351432.0,42217311.0,587.3969999999999,16.3,37.539523809523814,34.92809523809523,40.286190476190484,14.084761904761903,-11.152857142857142,48.38476190476191
450,Canóvanas Mu,PR,,,,,,,,,,,,,,,,46779.0,22577.0,24202.0,99.8,0.1,0.0,0.0,0.1,0.0,34956.0,19986.0,2164.0,11094.0,763.0,42.8,51.5,24.9,23.9,29.3,10.2,11.6,86.8,7.5,1.6,2.0,1.2,0.9,14290.0,72.5,20.6,6.8,0.0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Canóvanas Municipio,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85127784.0,364681.0,32.868,0.141,,,,,,
452,Cape Girardeau,MO,0.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,1.9285714285714286,0.07142857142857142,0.0,54.0,2.0,0.0,78013.0,37860.0,40153.0,2.3,86.4,7.9,0.1,1.4,0.0,59836.0,49554.0,2174.0,25965.0,1117.0,17.7,21.2,34.4,20.0,23.8,8.9,12.9,83.1,9.8,0.4,2.4,1.5,2.9,37488.0,81.0,14.2,4.7,0.1,5.3,32.0,78013.0,16826.0,21.6,526.0,0.23443699999999998,7.7,0.4,1.3,0.0,1.8,2.2,87.1,8492.0,27017.0,1529.0,1498398267.0,20174864.0,578.535,7.79,41.243809523809524,38.18,44.48857142857144,21.46571428571429,-7.202380952380953,66.07523809523812
453,Cape May,NJ,1.0,0.0,0.0,27.0,4.0,151.0,8.5,0.0,0.0,9.615384615384615,0.7884615384615384,3.769230769230769,500.0,41.0,196.0,94549.0,46158.0,48391.0,7.4,85.6,4.5,0.0,1.0,0.0,75563.0,62332.0,1965.0,36256.0,1115.0,10.6,14.5,34.6,22.6,24.9,10.8,7.0,79.3,6.1,2.1,5.1,2.8,4.5,42170.0,71.2,22.0,6.5,0.3,8.4,16.0,94549.0,31925.0,33.8,1995.0,0.25255900000000003,5.0,0.4,1.0,0.1,1.8,7.0,86.0,18750.0,28446.0,1526.0,653004933.0,953575375.0,252.127,368.17800000000005,40.41095238095238,37.67238095238095,43.408571428571435,7.995238095238094,-15.311428571428573,46.26190476190476
454,Carbon,MT,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,6.0,0.0,0.0,10466.0,5271.0,5195.0,2.4,94.6,0.2,0.8,0.3,0.0,8515.0,56988.0,4501.0,31697.0,1540.0,9.9,10.9,38.5,18.6,19.5,15.1,8.3,61.9,12.6,1.1,8.5,3.0,12.9,5127.0,74.3,13.9,11.4,0.4,4.0,0.0,10466.0,3544.0,33.9,0.0,0.09857300000000001,0.4,1.1,0.4,0.0,1.2,2.3,94.9,1828.0,3748.0,415.0,5304259855.0,34681612.0,2047.986,13.390999999999998,33.17,29.6647619047619,37.10809523809524,-9.189047619047617,-34.43666666666667,32.290000000000006
455,Carbon,PA,1.0,0.0,0.0,18.0,3.0,0.0,4.0,0.0,0.0,4.468085106382978,0.3617021276595745,0.0,210.0,17.0,0.0,63987.0,31716.0,32271.0,4.3,92.4,1.7,0.0,0.5,0.0,50899.0,51236.0,1791.0,25680.0,700.0,12.8,23.1,27.5,18.4,22.6,11.6,19.9,83.5,7.9,0.5,2.4,1.8,3.9,29256.0,85.3,9.9,4.7,0.1,7.6,13.0,63987.0,17239.0,26.9,1326.0,0.134998,1.9,0.3,0.5,0.1,1.1,3.8,92.9,8936.0,18743.0,1097.0,987977576.0,15349904.0,381.46,5.9270000000000005,42.66047619047619,39.52809523809525,45.916666666666664,31.53285714285714,2.0166666666666706,76.67380952380954
456,Carbon,UT,,,,,,,,,,,,,,,,20512.0,10088.0,10424.0,13.2,83.3,0.7,0.8,0.4,0.2,14717.0,46994.0,2951.0,22536.0,957.0,16.2,19.2,27.9,19.4,23.2,15.0,14.5,80.9,11.1,0.5,3.4,0.8,3.3,8906.0,73.7,21.5,4.3,0.4,5.4,6.0,20512.0,4558.0,22.2,760.0,0.287184,0.7,1.4,0.9,0.2,1.7,12.9,83.4,1717.0,5275.0,960.0,3831067811.0,15844443.0,1479.184,6.117999999999999,45.71619047619048,41.50857142857143,50.18952380952382,29.675238095238097,-4.1414285714285715,82.57523809523808
457,Carbon,WY,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.75,0.0,0.0,14.0,0.0,0.0,15689.0,8456.0,7233.0,17.9,77.7,1.2,1.5,0.7,0.1,11330.0,57644.0,3404.0,27797.0,1270.0,13.3,14.3,30.7,19.4,16.6,16.6,16.7,81.5,9.1,0.4,3.5,1.4,4.1,7519.0,70.3,24.9,4.3,0.4,3.4,6.0,15689.0,3421.0,21.8,570.0,0.357664,1.6,1.7,0.9,0.1,1.6,17.3,78.2,1279.0,4409.0,686.0,20454598717.0,172002531.0,7897.565,66.411,42.48809523809524,38.41619047619048,46.85857142857142,10.28952380952381,-19.4952380952381,51.19809523809524
458,Caribou,ID,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6862.0,3483.0,3379.0,5.4,93.5,0.0,0.1,0.0,0.0,4771.0,58750.0,5290.0,25669.0,1397.0,9.4,10.3,31.5,15.1,18.9,17.7,16.8,73.5,17.8,0.0,3.7,0.4,4.7,2967.0,75.2,16.1,8.0,0.7,2.7,0.0,6862.0,1645.0,24.0,0.0,0.146771,0.3,0.6,0.6,0.2,1.2,5.4,92.2,271.0,2275.0,489.0,4569024832.0,89186523.0,1764.11,34.435,38.73285714285715,34.2552380952381,43.62285714285714,19.474761904761902,-13.922380952380953,75.7947619047619
459,Carlisle,KY,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,0.25,0.0,3.0,1.0,0.0,4890.0,2378.0,2512.0,2.3,94.4,1.6,0.6,0.2,0.0,3791.0,38860.0,3262.0,24015.0,2372.0,17.3,30.5,27.9,20.8,23.2,10.6,17.6,84.4,8.1,0.0,0.1,2.1,5.4,1978.0,77.5,16.6,5.8,0.2,7.0,0.0,4890.0,1333.0,27.3,0.0,0.100525,1.2,0.7,0.3,0.0,1.3,2.0,94.8,432.0,2094.0,75.0,490632724.0,24722530.0,189.43400000000003,9.545,46.33999999999999,40.879999999999995,52.2357142857143,19.49809523809524,-14.50190476190476,72.35904761904762
460,Carlton,MN,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,66.0,0.0,0.0,35408.0,18500.0,16908.0,1.7,88.3,1.6,5.3,0.5,0.0,27167.0,58874.0,2894.0,26900.0,886.0,12.1,13.5,31.3,23.1,19.9,9.8,16.0,82.6,9.5,0.1,2.0,0.8,4.9,16758.0,72.8,21.1,5.9,0.2,3.9,6.0,35408.0,8198.0,23.2,1366.0,0.21216999999999997,1.6,5.9,0.6,0.0,2.4,1.6,88.5,8460.0,8160.0,1591.0,2230821122.0,36133709.0,861.325,13.950999999999999,40.84333333333333,37.28476190476191,44.52571428571429,10.978571428571424,-16.35619047619048,54.36095238095238
461,Carolina Mu,PR,,,,,,,,,,,,,,,,161684.0,74194.0,87490.0,98.8,0.8,0.1,0.0,0.2,0.0,124707.0,29082.0,821.0,16188.0,477.0,29.0,42.8,34.2,20.0,30.2,7.4,8.3,82.9,9.3,2.5,1.8,1.1,2.5,62345.0,68.9,21.5,9.4,0.2,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Carolina Municipio,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117470773.0,38766061.0,45.356,14.968,,,,,,
463,Caroline,MD,1.0,0.0,0.0,34.0,0.0,0.0,3.0,0.0,0.0,5.2631578947368425,0.0,0.0,200.0,0.0,0.0,32785.0,15971.0,16814.0,6.9,76.3,13.2,0.1,0.6,0.0,24049.0,52469.0,2494.0,25355.0,918.0,16.5,25.6,27.6,21.5,22.0,16.8,12.2,83.7,8.6,0.9,2.4,1.7,2.6,15674.0,75.1,16.8,8.0,0.1,6.5,0.0,32785.0,6877.0,21.0,0.0,0.377305,14.5,0.8,1.0,0.4,1.9,6.0,77.3,4009.0,9368.0,736.0,827350236.0,16777064.0,319.442,6.478,45.734285714285704,41.76857142857143,49.88285714285714,5.286190476190479,-19.790952380952383,47.4947619047619
