,county,state,min_confirmed_count,min_death_count,min_recovered_count,max_confirmed_count,max_death_count,max_recovered_count,median_confirmed_count,median_death_count,median_recovered_count,mean_confirmed_count,mean_death_count,mean_recovered_count,sum_confirmed_count,sum_death_count,sum_recovered_count,total_population,number_of_men,number_of_women,race_hispanic,race_white,race_black,race_native,race_asian,pacific,voting_age_citizens,census_income_average,census_income_margin,census_income_per_capita,census_income_per_capita_margin,census_poverty,census_child_poverty,professional_job_percentage,service_job_percentage,office_job_percentage,construction_job_percentage,production_job_percentage,commute_drive_percentage,commute_carpool_percentage,commute_transit_percentage,commute_walk_percentage,commute_other_percentage,commute_noneed_percentage,number_of_employed_people,employment_private_percentage,employment_public_percentage,employment_self_percentage,employment_family_percentage,unemployment_percentage,icu_beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed,diversity_index,diversity_black_race,diversity_native_race,diversity_asian_race,diversity_pacific_race,diversity_two_or_more_races,diversity_hispanic_race,diversity_white_race,democrat,republican,other,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,mortality_rate,min_mortality_rate,max_mortality_rate,change_in_mortality_rate,min_change_in_mortality_rate,max_change_in_mortality_rate
2777,Real,TX,,,,,,,,,,,,,,,,3358.0,1553.0,1805.0,19.8,80.0,0.2,0.0,0.0,0.0,2579.0,36493.0,6844.0,20873.0,2757.0,20.2,33.6,28.9,23.6,29.7,13.6,4.3,62.6,13.9,0.0,7.1,5.0,11.4,1281.0,73.4,10.7,15.9,0.0,6.1,0.0,3358.0,1378.0,41.0,0.0,0.44248999999999994,1.0,1.7,0.2,0.4,1.8,26.9,69.6,262.0,1382.0,37.0,1810812906.0,2346258.0,699.159,0.9059999999999999,43.308095238095255,37.524761904761895,49.978571428571435,4.758571428571429,-26.019523809523815,50.724285714285706
2778,Red Lake,MN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4017.0,2033.0,1984.0,3.5,92.6,0.3,1.4,0.3,0.0,2992.0,52500.0,4838.0,26988.0,1812.0,9.4,10.5,30.4,13.6,25.3,13.2,17.6,82.2,9.2,0.2,3.2,0.4,4.8,2044.0,76.1,14.6,8.8,0.5,2.9,0.0,4017.0,1029.0,25.6,0.0,0.13339700000000002,0.7,2.0,0.2,0.1,1.5,3.2,93.0,540.0,1141.0,200.0,1119929328.0,227815.0,432.407,0.08800000000000001,36.7447619047619,31.544761904761913,42.63761904761904,2.304285714285714,-31.975714285714282,62.93476190476191
2779,Red River,LA,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.4482758620689655,0.20689655172413793,0.0,42.0,6.0,0.0,8723.0,4192.0,4531.0,1.9,57.0,37.5,0.4,0.0,0.0,6568.0,41510.0,6776.0,25154.0,3881.0,20.4,23.6,27.0,19.0,20.4,18.7,15.0,82.8,6.9,0.3,0.7,4.1,5.2,3366.0,76.0,20.1,3.9,0.0,4.7,0.0,8723.0,2085.0,23.9,0.0,0.506965,39.4,0.4,0.2,0.0,0.7,1.3,58.1,1938.0,2391.0,93.0,,,,,52.18190476190477,46.273333333333326,58.519047619047626,42.605714285714285,4.798571428571432,99.57333333333335
2780,Red River,TX,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,3.888888888888889,0.0,0.1111111111111111,35.0,0.0,1.0,12353.0,5803.0,6550.0,7.3,73.1,17.6,0.2,0.0,0.0,9753.0,35356.0,2876.0,21177.0,1417.0,16.5,18.5,26.5,18.7,20.1,14.5,20.3,83.0,8.2,0.0,2.8,1.8,4.2,4770.0,71.0,19.2,9.8,0.0,9.0,0.0,12353.0,3684.0,29.8,0.0,0.425545,17.4,1.5,0.3,0.0,1.7,7.0,73.4,1149.0,3926.0,86.0,2703626758.0,33305608.0,1043.876,12.859000000000002,49.777142857142856,45.52904761904762,54.422380952380955,25.244285714285713,-5.210476190476189,70.46428571428571
2781,Red River Parish,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007739206.0,34327512.0,389.09,13.254000000000001,,,,,,
2782,Red Willow,NE,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,10870.0,5552.0,5318.0,4.9,92.2,1.1,0.0,0.3,0.0,8320.0,42882.0,5099.0,25006.0,1821.0,11.7,17.3,28.6,20.8,24.3,10.3,16.1,82.3,6.1,0.2,2.9,2.4,6.1,5598.0,72.8,16.1,10.9,0.3,4.9,0.0,10870.0,2755.0,25.3,0.0,0.14535499999999998,0.9,0.7,0.4,0.0,1.3,4.9,92.3,645.0,4258.0,267.0,1856984023.0,2643458.0,716.9860000000001,1.021,37.194761904761904,33.40380952380952,41.39238095238095,9.236190476190476,-20.87571428571429,54.67571428571428
2783,Redwood,MN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,15430.0,7819.0,7611.0,3.1,87.6,0.8,4.5,3.0,0.0,11575.0,51871.0,2249.0,27543.0,931.0,11.8,17.2,33.1,19.5,18.9,12.8,15.7,77.0,7.7,0.9,4.3,1.0,9.2,7533.0,75.8,11.8,12.1,0.3,3.0,0.0,15430.0,4318.0,28.0,0.0,0.228122,0.7,5.0,3.0,0.0,1.8,2.7,87.6,1887.0,5137.0,587.0,2275500538.0,8220927.0,878.576,3.174,36.45095238095238,33.097142857142856,40.0852380952381,7.60857142857143,-18.8547619047619,45.26523809523809
2784,Reeves,TX,1.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,1.75,0.0,0.0,7.0,0.0,0.0,14791.0,8938.0,5853.0,75.0,18.2,4.5,0.4,1.1,0.0,8930.0,49390.0,6945.0,18992.0,1651.0,13.2,16.1,22.5,21.0,20.1,15.9,20.5,84.9,8.9,0.0,1.9,1.3,2.9,5140.0,70.3,25.9,3.8,0.0,8.0,0.0,14791.0,2482.0,16.8,0.0,0.404966,5.4,0.8,1.0,0.1,0.8,74.5,19.2,1659.0,1417.0,108.0,6825534308.0,17396681.0,2635.3540000000003,6.7170000000000005,40.50476190476191,36.30666666666667,45.35523809523809,3.1080952380952387,-24.861904761904757,47.03523809523809
2785,Refugio,TX,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,7293.0,3617.0,3676.0,49.7,42.3,5.0,0.1,0.1,0.0,5487.0,50338.0,6218.0,23959.0,1587.0,16.6,28.2,24.1,25.7,16.3,17.4,16.4,82.9,12.5,0.0,2.3,0.3,2.1,2961.0,74.8,14.8,10.4,0.0,7.9,0.0,7293.0,1985.0,27.2,0.0,0.5686220000000001,6.8,1.0,0.8,0.0,1.4,48.7,43.5,1034.0,1830.0,84.0,1995545559.0,123687613.0,770.4839999999999,47.756,44.7352380952381,39.883809523809525,50.20761904761904,16.91285714285714,-12.906666666666665,60.334761904761905
2786,Reno,KS,0.0,0.0,0.0,8.0,0.0,13.0,1.0,0.0,0.0,1.7083333333333333,0.0,1.7083333333333333,41.0,0.0,41.0,63360.0,31944.0,31416.0,9.1,84.7,2.7,0.5,0.5,0.0,47817.0,47897.0,1385.0,25267.0,843.0,14.0,20.2,31.4,19.1,23.5,10.6,15.4,82.4,9.1,0.3,2.5,2.4,3.4,29785.0,79.3,14.8,5.7,0.3,5.0,20.0,63360.0,15902.0,25.1,795.0,0.26315900000000003,3.3,0.8,0.5,0.1,2.2,8.7,85.3,6837.0,15513.0,1860.0,3251332269.0,43417478.0,1255.346,16.764,40.54761904761906,37.47666666666667,43.77380952380953,33.48428571428571,1.5761904761904766,77.87285714285714
2787,Rensselaer,NY,0.0,0.0,0.0,36.0,12.0,110.0,8.0,0.0,0.0,9.755555555555556,0.5111111111111111,5.688888888888889,439.0,23.0,256.0,159800.0,78800.0,81000.0,4.6,83.9,5.9,0.0,2.5,0.0,124423.0,63166.0,1695.0,33067.0,710.0,12.6,19.7,39.9,16.8,24.4,8.3,10.6,80.7,8.4,3.0,3.7,0.8,3.4,80468.0,73.5,21.8,4.6,0.2,5.8,12.0,159800.0,35905.0,22.5,2992.0,0.272796,7.2,0.3,2.3,0.0,2.3,4.3,84.8,32717.0,33726.0,5119.0,1689815932.0,33569457.0,652.442,12.960999999999999,40.412857142857135,37.9052380952381,43.06952380952381,-1.7880952380952393,-21.953809523809525,26.976190476190474
2788,Renville,MN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,14798.0,7535.0,7263.0,8.0,88.8,0.5,1.2,0.5,0.0,11179.0,56721.0,2287.0,31215.0,1291.0,11.0,17.9,32.8,15.1,18.2,14.5,19.4,81.8,5.2,0.5,2.7,1.3,8.5,7443.0,77.8,12.1,10.0,0.2,2.7,0.0,14798.0,4088.0,27.6,0.0,0.191378,0.5,1.0,0.6,0.0,1.3,7.4,89.6,2117.0,4890.0,599.0,2545744679.0,10851893.0,982.918,4.19,38.269047619047626,34.79761904761905,42.107142857142854,9.139047619047616,-16.163809523809523,48.21333333333333
2789,Renville,ND,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2543.0,1241.0,1302.0,5.4,92.1,0.5,0.5,0.5,0.0,1908.0,66023.0,2938.0,30888.0,2184.0,4.8,2.8,35.3,13.4,21.0,17.0,13.4,78.4,8.9,0.5,3.0,0.0,9.2,1212.0,68.3,15.8,15.6,0.3,0.9,0.0,2543.0,613.0,24.1,0.0,0.0892,0.5,0.5,0.3,0.0,1.5,2.0,95.4,201.0,993.0,99.0,2271556744.0,40648334.0,877.053,15.694,35.01761904761904,29.147142857142853,41.82666666666666,9.743809523809524,-25.797619047619047,69.40571428571427
2790,Republic,KS,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,4.0,0.0,4.0,4705.0,2290.0,2415.0,1.6,96.2,0.2,0.3,0.7,0.0,3767.0,43489.0,3326.0,27121.0,1643.0,11.7,19.1,38.9,14.8,19.4,12.7,14.2,81.2,4.4,0.0,4.3,1.7,8.4,2390.0,71.4,15.6,12.6,0.4,2.6,0.0,4705.0,1745.0,37.1,0.0,0.064557,0.6,0.2,0.5,0.0,0.8,1.5,96.7,375.0,2024.0,130.0,1857983299.0,7966959.0,717.3710000000001,3.076,38.68047619047619,34.424285714285716,43.42380952380952,18.309047619047618,-15.094285714285713,68.06952380952382
2791,Residents Diagnosed Outside of HI,HI,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.6666666666666667,0.0,0.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,Reynolds,MO,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6361.0,3245.0,3116.0,1.4,94.4,1.8,0.7,0.1,0.2,5022.0,40265.0,4918.0,21593.0,1720.0,17.3,22.9,25.6,22.0,12.7,15.7,23.9,76.2,13.7,0.4,4.4,1.5,3.8,2527.0,74.9,18.8,6.3,0.0,7.6,0.0,6361.0,1916.0,30.1,0.0,0.09299500000000001,0.8,0.8,0.2,0.0,2.0,1.3,95.2,540.0,2406.0,92.0,2093947226.0,15372862.0,808.4780000000001,5.935,47.23571428571428,42.239999999999995,52.913333333333334,40.07714285714286,2.350476190476183,99.39619047619048
2793,Rhea,TN,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.7,0.0,0.5,7.0,0.0,5.0,32478.0,16027.0,16451.0,4.6,91.0,2.2,0.1,0.4,0.0,24528.0,39368.0,2581.0,22031.0,1244.0,21.9,31.4,26.4,18.6,19.6,12.1,23.3,79.9,14.0,0.0,1.9,0.7,3.5,13341.0,75.9,17.7,6.2,0.1,7.9,3.0,32478.0,7787.0,24.0,2596.0,0.160221,2.2,0.5,0.5,0.0,1.6,4.2,91.5,1942.0,8660.0,460.0,816823241.0,54463143.0,315.377,21.028000000000002,49.62571428571428,45.493809523809524,54.135238095238094,35.63666666666667,3.7223809523809566,86.01190476190476
2794,Rice,KS,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,4.0,0.0,0.0,9868.0,4983.0,4885.0,11.2,84.0,1.7,0.3,0.6,0.2,7327.0,48333.0,5611.0,23355.0,1145.0,16.4,22.7,34.7,18.3,17.5,14.7,14.8,78.7,12.2,0.2,5.9,0.8,2.2,4760.0,77.5,16.2,6.1,0.3,6.5,0.0,9868.0,2499.0,25.3,0.0,0.271228,1.7,1.1,0.4,0.1,2.3,11.0,84.6,695.0,2837.0,272.0,1880933854.0,4484689.0,726.2330000000001,1.732,44.2947619047619,39.51904761904762,49.387619047619054,26.92476190476191,-7.73285714285714,79.90190476190476
2795,Rice,MN,0.0,0.0,0.0,33.0,1.0,0.0,2.0,0.0,0.0,7.892857142857143,0.07142857142857142,0.0,221.0,2.0,0.0,65251.0,33283.0,31968.0,7.9,83.6,4.7,0.4,2.2,0.0,47864.0,63311.0,1942.0,28603.0,748.0,11.5,16.9,35.6,17.2,20.6,9.7,16.9,73.0,7.8,0.5,3.5,1.7,13.5,34378.0,82.5,11.0,6.3,0.2,3.6,4.0,65251.0,13206.0,20.2,3302.0,0.274471,3.8,0.7,2.1,0.1,1.6,7.7,84.7,14437.0,15429.0,2577.0,1284229903.0,52055569.0,495.844,20.099,33.67809523809524,30.854285714285716,36.55333333333334,-5.067619047619047,-27.773809523809526,29.3752380952381
